Цитата №;Дата;Цитата;Рейтинг
Цитата #14909; 6 августа 2010 ;"AiR: Облажался я тут по полной сегодня. Работаем на крыше монтируем здоровые буквы компании ЗАРЯ. Я как раз за последней стою с дрелью и тут звонок шефа.- Ты где?- Я тут, за ""Я""- Какая нахрен зая???";520
Цитата #1257; 9 сентября 2008 ;"Катался вчера на виндсёрфинге. Взял доску с парусом в прокате, заплатил за час. На мне только плавки, мобильник, часы - оставил на берегу, чтоб не утопить. Вот катаюсь я, катаюсь... А в море совершенно непонятно сколько времени прошло. Кажется что двадцать минут - а на самом деле час.Ну и в общем выкладываю я курсы довольно далеко от берега, а сам думаю - пора возвращаться или время еще есть? Тут смотрю, недалеко матёрый сёрфер летит на большом таком парусе, в полной амуниции, а на руке здоровые подводные часы. Я двинул в его сторону, и когда рядом проходил, спросил: ""Извините, вы не подскажете, который час?""У дяди этого глаза круглыми стали, охуевшими... чуть парус из рук не выпустил... Заложил разворот, и говорит - пля, сколько бывал в море на доске, но такого у меня еще никто не спрашивал!";519
Цитата #15856; 20 сентября 2010 ;Я никогда не куплю квартиру в центре - там негде с собакой гулять.Не хочу тебя расстраивать, но квартиру в центре ты никогда не купишь не только поэтому...;518
Цитата #18378; 10 января 2011 ;Valdano: у меня родители случайно нашли видео с нового года, как мы пьянствовали.Valdano: думал - кердык. а они поржали и на ютуб выложили;518
Цитата #19724; 16 марта 2011 ;"Работаю юристом. Вчера представлял интересы мили... полицейского в суде. Судились со страховой, которая ему не платила по КАСКО. В общем, этот господин полицейский разбил свой новый ""MERSEDES ML AMG"", точнее в него въехал автобус. Явился на суд он по форме. Судья (С) начинает расспрашивать его о подробностях ДТП.С: Расскажите, что произошлоП: Ну в общем ехал я, никого не трогал и тут вылетел на меня этот автобус..С: А что Вы так скромненько? Вы рассказывайте полностью, по порядку: ""Я, сотрудник органов внутренних дел, живу по средствам, владею новым автомобилем Мерседес-Бенц стоимостью 5,5 млн. руб...";518
Цитата #328; 3 декабря 2007 ;"Реальный пиздец это когда на вопрос ""Серёга, чё вчера со мной было?"" тебе приходит ссылка на youtube.";516
Цитата #28749; 24 марта 2012 ;Юрист шлет ссылку фин.директору :Юрист: Гляньте арбитражную практику по аналогичной ситуации.Фин.директор: И что там?Юрист: Оштрафовали на 300 тысяч. Лучше не рисковать!Фин.директор: Ваня!Юрист: ?Фин.директор: Ну где справедливость! Я тебе шлю ссылки с веселыми котятами, а ты мне это унылое говно. Никакой пользы от тебя нет!;516
Цитата #31817; 12 июля 2012 ;"Вчера составил заказ. В комментарии к заказу написал ""До 13:00 не звонить!"". Ложусь поздно, встаю поздно. Сегодня 10:30 утра звонок. Просыпаюсь, беру трубку... Оттуда:- Здравствуйте! У вас тут в комментарии написано ""до часа не звонить"". Это что, мне попозже перезвонить, да?";515
Цитата #29013; 4 апреля 2012 ;"У одной работницы отдела кадров предпенсионного возраста периодически возникали проблемы с компом: он постепенно загружал себе память до предела и через некоторое время начинал жутко тормозить. Проблема лечилась простой перезагрузкой. Женщина заметила закономерность: утром в начале рабочего дня комп работал быстро, к обеду начинал подтормаживать, вечером на нем было невозможно работать. Гениальный мозг работника кадров предложил решение проблемы в обход банального обращения к сисадмину: каждый день в обед она выключала компьютер, свет, одевала пальто, закрывала кабинет и уходила на 15 минут. Затем она заходила в кабинет, включала свет со словами ""Вот и новый день!"", включала комп и продолжала работать уже без тормозов.";514
Цитата #30719; 5 июня 2012 ;блин, 2 с лишним недели посылка шла почтой россии с москвы. с красноярска быстрее пришла.удивилау нас пацаны заказывали шарфы из Шотландииони шли 27 дней3 из Глазго до Москвы и 24 из МосквыПочта России!я дедушке морозу 25 лет назад письмо отправил... вообще тишина полная;514
Цитата #31351; 25 июня 2012 ;- Салат был подозрительный на вкус и запах, возможно испорчен.- Ты его выкинул?- Нет, ел с осторожностью.;514
Цитата #19128; 12 февраля 2011 ;"я: ""Что думают родители, если Вы не берете трубку: У Вас села батарейка - 2%; Вы умираете - 49%; Вы уже умерли - 49%""мама: что за фигня?я: это что думают родители, когда дети не берут трубкумама: я это понялая: ну вот ты что думаешь когда я не беру трубку?мама: что ты засранец";513
Цитата #32349; 2 августа 2012 ;ххх: Ночью с мужем в постели лежим, он читает, я в ноуте. Слышу пикантные стоны за стенкой и говорю, как бы с намеком:- Сосед жену жарит!Муж невозмутимо:- Надеюсь, с маслом. А то, судя по звукам, подгорает.;513
Цитата #19039; 8 февраля 2011 ;yyy: Я делала две справки и на оружие и на вождение, захожу к психиатру, озвучиваю, что справок должно быть две, она спрашивает, зачем две? Не утерпела, созналась, что хочу ездить на танке и стрелять по людям. Справки дали.;512
Цитата #35008; 18 декабря 2012 ;"xxx:Думал, после ""светящихся луж от шаурмы"" моя жена меня ничем не сможет удивить. Как же я был наивен.Утро. Рано (часов 5). Сплю. Вдруг на меня налетает нечто радостно прыгающее и вопящее. Открываю один глаз - вижу лыбящуюся от уха до уха жену:-Мурзик! Мурзик!!! Твоя иишница работает!!! РРаа, я теперь как самка богомола буду тебя есть!И делает вид, что откусывает мне голову.Вот как из всего этого я должен был понять, что она ждет ребенка??!";512
Цитата #16933; 1 ноября 2010 ;xxx: в районной больнице у моей знакомой обнаружили опухоль, и послали в городскую больницу, а в городской больнице обнаружили что у опухоли есть еще ручки и ножки;511
Цитата #31798; 11 июля 2012 ;"yyy: просто какое то настроение говняноеxxx: это сейчасxxx: давай может сегодня шампанского возьмем и свечи зажжем? =)xxx: а потом в горячую ванну, я тебе плечики помнуxxx: трусики снимуxxx: с тебяxxx: потом одену их на себяxxx: на головуxxx: и буду бегать по комнате и кричать ""свободу анджеле девис!""yyy: а так все красиво начиналось";511
Цитата #17268; 18 ноября 2010 ;ККК: Меня на работу не взяли :(ККК: Им не понравилась графа в анкете про мои достиженияААА: А что ты там написал?ККК: Состою на вершине пищевой цепочки;510
Цитата #31683; 6 июля 2012 ;"xxx: Опять травмировала руку. Укладываемся спать. Я кручусь, он спрашивает, в чем дело. Объясняю, что никак не могу больную руку удобно пристроить. Говорит: ""А ты положи ее мне на пузо."" Положила - и вправду удобно. Макс сопит, и вдруг обижено:- Вообще-то ты должна была сказать: ""Ну что ты, Максим, у тебя нет никакого пуза"".Я молчу - что тут скажешь? Как же нет, когда вот оно, кругленькое, мягенькое, тепленькое и шерстистое :-)Максим: По-твоему, у меня есть ПУЗО?!Я молчу...Макс: Так, а ну, забирай свою руку! Пригрел змеюку на груди!Я: Не на груди, а на пузике.Ой, что было... :girl_impossible:";510
Цитата #14620; 23 июля 2010 ;жена работает в центре занятости. рассказала на днях. звонит телефон рабочий, она берет трубку, а там женский голос:- алло, это центр занятости?- да- откройте пожалуйста дверь в туалете, замок изнутри заклинило...;509
Цитата #31044; 15 июня 2012 ;mr_tron: Вас не смущают животные во время секса?nersik: У меня коты любят приходить в спальню во время секса. У них домик с полочками напротив кровати. Они садятся на него и внимательно втыкают. Я представляю их режиссерами, а себя порноактером и активно работаю на камеру.Kudeyar: зевают поди все время;509
Цитата #31917; 16 июля 2012 ;xxx: дурщальбе мегельме!yyy: чо???xxx: гарбалар малардар? гурдабар?yyy: чо происходит с тобой?xxx: зильмалах абд рашамал бурмалаг. Гирмедель аль мазарадyyy: блять!!!! Миша, втф?!xxx: что сцуко, не понимаешь меня да?!xxx: вот и мы тут твой код не понимаем, еще раз так напишешь, я только так с тобой общаться буду;509
Цитата #1043; 30 августа 2008 ;Trinityмне твои фотки нравятся.... ваще... это же надо было так додуматься..vambaпривет спасибоvambaтогда мне еще есть чем убить твой москvambaскоро с фестиваля фотки скинутTrinityчего убить?vambaмоскTrinityэто что?vambaхм...;508
Цитата #13195; 13 мая 2010 ;xxx: Я хочу себе язык проколоть.xxx: В двух местах. Как сделать чтоб было симметрично?yyy: Степлером.;508
Цитата #28620; 19 марта 2012 ;Из резюме:При наличии гугла богоподобен.;508
Цитата #33004; 30 августа 2012 ;xxx:Сегодня с собакой гуляла, нашла кирпич под батарею в комнате поставить. Позавчера гроза была, в наш дом молния шарахнула, свет мигнул, на 9 этаже транслятор сгорел. Сегодня идём с прогулки с кирпичом и ремонтники подъехали, шофёр мне кричит - отдайте мне собачку на дачу? Я спрашиваю с чего вдруг? Он говорит - а куда вы её с кирпичом ведёте?;508
Цитата #32690; 16 августа 2012 ;"xxx: У нас же большой универ, много желающих поступить, часть абитуры иногородней в общагу поселили.xxx: Ну и мы там как волонтеры живем. Все мило так, помогли, показали-расказали.ххх: Некоторые с родителями, сидим утром на кухне общей, чай пьем, байки травим, про учебу рассказываем, все чин чинарем.ххх: Тут Артем влетает в одних трусах, руками с татухами своими идиотскими машет, прыгает, хаером немытым трясет. И кричит, как кретин, ""ВОРУЙ! УБИВАЙ! ЧАЙ НАЛИВАЙ!""ххх: замечает публику, тормозит. залипает на секунду, идет к плите степенно так. Английский лорд, блин. У мамаш легкий шок.ххх: А Аня такая с подоконника спокойно: ""А это Артем Петрович, аспирант, будет у вас дискретную математику читать"".";507
Цитата #32993; 30 августа 2012 ;xxx: У меня будет нетбук!yyy: Зачем?xxx: Голубенький!;507
Цитата #11877; 5 марта 2010 ;xxx: Яндекс.Новости: В мае будет определен орган, контролирующий услуги в здравоохранении.xxx: Боюсь, это опять жопа будет =(;506
Цитата #13622; 3 июня 2010 ;"Из воспоминаний с турбазы:Lana00: За то что она парней у меня отбивала я, когда она очередной раз голая купалась, у нее одежду спряталаLana00: И парней позвала к берегуLana00: Так эта зараза вышла голая, отказалась от ""накинуть куртку"" и так спокойно ушла через всю базу к домику и еще по пути курить стрельнулаLana00: В общем, я лоханулась. Назавтра вообще все парни были ее.";506
Цитата #14127; 29 июня 2010 ;"Hipoh: вчера в КПК копался, пока жена с сыном малым на кухне возились, после некоторого затишья слышу: ""Сына! Сына ну фу! Ну что ты делаешь! Отпусти. Отпусти котика! Не надо есть котика, у тебя животик будет болеть, он же грязный!""через несколько минут подхожу к ванне и вижу ребенка с котом в руках возле раковины. молодец, решил помыть.";506
Цитата #33498; 18 октября 2012 ;"Katerina:Мне бы хотелось заниматься с тобой любовью в старом покоцанном кадиллаке, и чтобы дождь настойчиво чеканил чечетку на крыше. Я бы еще кричала, как чайка над океаном, а ты бы закрывал мне рот поцелуями, а в промежутках между ними шептал: ""Тише,тише"".Отрывок/Кадиллак/proff:Если б моя девушка во время секса закричала, как чайка над океаном, я б точно вначале усрался, потом ебанулся, а потом оборжался. Ты вообще слышала, как чайки орут? Представляю себе: Кадиллак, дождь, романтика... И тут: ""ИЙЯЯЯЯ!!! ИИИЙЯЯЯЯЯЯЯЯ!!!"". Тут не поцелуями рот закрывать нужно, а чехлы с сидений запихивать, чтоб не прорывалось! :)))))";506
Цитата #30039; 10 мая 2012 ;Помню, в Омском техе на первом курсе преподаватель физики рисовал на доске задачу про плотину и бобра. При этом рисовать он катастрофически не умел, бобер у него получился похожим на х*й и вся аудитория затаив дыхание следила за развитием событий.Препод заметил, что полностью завладел вниманием аудитории и взял метод на вооружение. И пошло-поехало: упругое столкновение двух тележек с бобрами, центробежная сила бобра, сумма векторов сил бобра, подвешенного за хвост...На втором курсе мы следили за бобром-электриком, а на третьем, когда бобер смотрел на солнечный свет через призму и считал коэффициент преломления луча света, проходящего через стекло - мы с семьей переехали в Питер и я так и не узнал, что случилось с бобром-атомщиком.;505
Цитата #31874; 14 июля 2012 ;xxx:После начала первых серьёзных отношений у девушек развеиваются все представления о любви, полученные после просмотра мелодрам, а у парней все представления о сексе, полученные после просмотра порнухи.;504
Цитата #242; 30 ноября 2007 ;Она: Я просила тебя положить мне сто рублей на мобилу. Вчера ночью пришло сначала подтверждение на пятьсот, потом на сто. Что это было?Он: Пьяный был. Положил сначала пятьсот, потом подумал, что много. Вернулся и положил сто.;503
Цитата #145; 28 ноября 2007 ;Мимино: На работе с утра заходим в лифт. За нами такая КАПСЛОК с пятым размером вбегает, путаясь в собственных сиськах. Кричит «Двадцать пятый! Нажмите мне двадцать пятый!»Мимино: Я, типа, «да тут всего шестнадцать этажей %[» (а уже едем вверх)Она такая «Быть не может!!! Это же «ХХХХ банк»? Я говорю, какой нахрен, банк, это бизнесцентр. Она «Улица такого-то дом двадцать?» Я: «Такое-то шоссе, дом тридцать»Мимино: Она реально так тупо-тупо смотрит на меня, потом в какую-то бумажку втыкает пол-минуты,Мимино: потом с такой надеждой: «БЛЯ, НУ ЭТО ХОТЬ МОСКВА?»;502
Цитата #17505; 30 ноября 2010 ;"Чуча:Под окнами на лавке двое пьяных в хлам чуваков оживлённо спорят, кто круче, робокоп или терминатор. Дальше ситуация развивается просто ГЕНИАЛЬНО! Один из них говорит: ""А давай проверим? Давай, как будто ты робокоп, а я терминатор"" — и они подрались!";502
Цитата #26319; 5 декабря 2011 ;"ihaveabomb: Если мобильный оператор мне подключит услугу ""гудок"" без моего ведома, я приду к ним в офис и насру под дверью. И буду приходить каждый месяц, аргументируя это тем, что я подписал их на эту услугу, а они не отказались.";502
Цитата #17719; 10 декабря 2010 ;"Пришел с работы домой, сижу играюсь с племянником (5 лет), ну ему все интересно, спрашивает:П: ""А сколько у тебя человек работает на работе?""Я: ""Ну где-то сто с лишним человек""П: ""Ого, еще и лишние есть!""";501
Цитата #22801; 4 июля 2011 ;"Я верю только в немецкий автопромЗнакомый историю рассказывал. Было у них на железке такое дело: едет поезд (не очень быстро) к переезду. На переезд собирается выезжать бумер Х5. Машинист, само собой, по тормозам, ну а толку-то? Влетает в бэху, та переворачивается несколько раз и падает в кювет. Через минуту из машины вылазит хорошо датый мужик (целый!), подходит к машинистам и задает вопрос, по эпичности не имеющий себе равных:""Парни, у вас все в порядке?""";501
Цитата #26673; 21 декабря 2011 ;"Vic: Звонок. Кредитная компания. Хотите получать отчеты на email? Так мы пришлем ссылку...Vic: Заполняю личные данные. Сайт говорит: придумай слово для идентификации.Vic: Пароль, штоле? Пишу: ""жопа"". Отсылаю.Vic: Получаю письмо-подтверждение: ""Здравствуй, жопа, теперь ты наш клиент.""Vic: Логин, сволочи, логин, а не слово-для-идентификации.";501
Цитата #18183; 29 декабря 2010 ;ХХХ: Делали ремонт в гостинице. Действующей. С постояльцами. Вобщем, стою, никого не трогаю, стенку штукатурю. Вышел в сортир. Возвращаюсь, и наблюдаю следующую картину. Пьяный постоялец стенку штукатурит, моим шпателем. Еле отнял.;500
Цитата #18308; 6 января 2011 ;xxx: Слушай, не помнишь чё за фильм, где Сигал один всех гасит??;500
Цитата #17092; 10 ноября 2010 ;В военкомате:Военком: Служить хочешь?Я: Насколько я понимаю, это психологический тест. Если я отвечу, что хочу, то вы меня тут же отправите в часть, а если я отвечу, что не хочу, то вы скажете, что у меня слишком низок уровень патриотизма и отправите служить для его повышения.Военком никогда не слышал таких длинных ответов на свой вопрос.;499
Цитата #16744; 23 октября 2010 ;xxx: Пора что-то делать со своей рассеянностьюxxx: У меня фен в ванной висит на гвоздике. Искупалась такая, вытерлась, оделась. Пошла сушить феном волосы. Сняла с подставки душевой шланг, встала перед зеркалом и включила воду на голову. Посушилась, короче...xxx: Это лечится?;498
Цитата #19473; 2 марта 2011 ;xxx: Все cделал, как ты говорил - поцеловал, предложил встречаться. Она согласилась. Что мне делать с ней дальше?;498
Цитата #32300; 31 июля 2012 ;XXX:Я сварил 20 сосисок и выложил из них твоё имя. И теперь я не могу их съесть, потому что съем тебя.XXX:Теперь я умру от голода. :D.....XXX:Пришёл отец и испортил всю мою ваниль, съев половину и сказав, что я долбоёб.;498
Цитата #10319; 7 декабря 2009 ;starcream (07:22:19 4/12/2009): чего не спишь?Behemot (07:22:38 4/12/2009): в нете сижуstarcream (07:23:04 4/12/2009): Круто, а я в гостяхBehemot (07:23:11 4/12/2009): у кого?starcream (07:23:21 4/12/2009): У тебяBehemot (07:24:30 4/12/2009): черт, забыл!!!;497
Цитата #10458; 14 декабря 2009 ;xхх: принтер отказывается мою научную работу печататьxxx: по листочку в минуту печатает и думааааетxxx: читает что ли?...;497
Цитата #13947; 21 июня 2010 ;xxx: В лагере у нас в отряде был мальчик. Ваня. Деревенский.ххх: Было у него 6 маек. На трёх из них - на спине нарисован тигр (все майки одинаковые), а на трёх других - на груди Виктор Цой.ххх: И была ещё одна. Парадная, как он её называл. На спине - тигр, а на груди Виктор Цой.;496
Цитата #18135; 28 декабря 2010 ;ххх: В одном из госпитальных сортиров мило написано 'до дембеля как до луны на тракторе'. Пичаль. Жду увала.ууу: Расстояние до Луны равно в среднем 384 467 км, если трактор едет со скоростью 45 км/ч, то до Луны он доедет за 8543 часов, что приблизительно равно 355 дням. Так что в толкане у тебя все верно написано.;496
Цитата #18558; 18 января 2011 ;- Девушка, я вот только что общался с техподдержкой вашей и меня разорвало... Можно меня снова соединить?;496
Цитата #31090; 17 июня 2012 ;XXX: Гениальный админ! Теперь сообщение с сайта не отправляется, если содержит грамматические ошибки. Включена проверка орфографии, но ошибки НЕ ПОДСВЕЧИВАЮТСЯ!;496
Цитата #32638; 14 августа 2012 ;"xxx: Дочка (10 лет) меня за последние 3 дня додолбала. Прикинь. Так меня еще никто не унижал.xxx: Короче, эпик. Спрашивает, кем я работаю. Говорю, я на деревоблоке работаю. Сайты делаю для людей. Она говорит, ""Это странички в интернете?"". Говорю, ""Да, именно"".xxx: Вот она меня три дня задалбывала, чтобы я и ей сделал страничку.xxx: Собрался я с силами, выделил времени пару часов, выбрал шаблон. Скачал, заточил для себя. Проебался как на деревоблоке... Потащил ее на улицу, пофоткал в разных ракурсах... Сделал фотогалерею на jQuery. Дал ей домашнее заданее написать сочинение о себе (для соответствующего раздела на сайте). Сказал, что надо 2 листа А4 (с обеих сторон). Плакала, но писала.xxx: Короче, постарался на славу. У моей дочери теперь личный сайт не только во всем классе, а и во всей школе. Если вообще не во всем районе...xxx: Короче, она посмотрела на него на локали и говорит. ""Папа, ты идиот? Я же просила страничку Вконтакте!!!!""";496
Цитата #32775; 20 августа 2012 ;"Работаю в call-центре на исходящих вызовах. Обзваниваем тех, кто подавал в один известный банк жалобу, проводим опрос на тему качества обслуживания, т. е. решили ли их проблему и довольны ли они решением.Я: Добрый день! Меня зовут Светлана, я представляю Сбербанк России. Могу я поговорить с Василием Петровичем?Абонент: Василий? У нас таких нет. Только кот. Хотите поговорить с моим котом?Я(растерялась): А Ваш кот некоторое время назад обращался в Сбербанк по вопросам качества обслуживания или получения консультации?Абонент: Ваааась! Ты в Сбербанк обращался? (на заднем плане протяжное ""мяу"") Говорит, не обращался!Я: Извините за беспокойство, всего доброго! О_о";496
Цитата #16394; 11 октября 2010 ;"Радио-викторина. Ведущая:- Итак, повторяю наш вопрос: ""чем их больше, тем вес меньше"". И, уважаемые радиослушатели, пожалуйста, не присылайте больше вариант ""глисты"", это неправильный ответ...";495
Цитата #18140; 28 декабря 2010 ;Marianna: Preved!Marianna: Kagdila?Marianna: 4e ne v univere?Игорь: Мама, не модно уже так общаться, тем более тебе, филологу.;495
Цитата #31663; 6 июля 2012 ;xxx: Все знают, что хлеб покупают в булочной, а презервативы - в аптеке. Теперь батон и презервативы вы можете купить на Почте России. Почта России - мы занимаемся всем, кроме ваших писем, отстаньте, нам некогда.;495
Цитата #32868; 23 августа 2012 ;а ты сколько работаешьполучаешь?Многомало;495
Цитата #15854; 20 сентября 2010 ;x: Как рассказал начальник управления по развитию городского хозяйства Николай Злобин, потребление электроэнергии светодиодных ламп в 25 раз превышает срок службы обычной лампы.y: а вес коровы в 250 раз больше продолжительности жизни утки;494
Цитата #26528; 14 декабря 2011 ;Мои знакомые называют детскую комнату, где живет их 7летний сын, очень метким словом - сынарник;494
Цитата #29890; 2 мая 2012 ;"xxx: Всем тем, кто говорит: ""зачем писать правильно, мы же не на уроке русского языка"", желаю встретить кассира, который обсчитает их со словами: ""зачем считать правильно, мы же не на уроке математики"".";494
Цитата #32693; 16 августа 2012 ;xxx:Пошел сегодня мусор выкинуть. Только вышел с подъезда - какой-то малолетний гоп выхватывает у меня мешок и пытаецо убежать с ним. На уровне рефлексов кидаюсь за ним, догоняю, вставляю по полной, забираю пакет и довольный ухожу домой.xxx:Вот чувствую - где-то я себя наебал...;494
Цитата #26268; 2 декабря 2011 ;"xxx: Вызываю такси, диспетчер говорит ""Шкода такая-то, номер такой-то, 3 минуты"". Через 3 минуты приезжает раздолбанная шестерка, высовывается мужик и говорит: ""Я Шкода!"" Глядя на недоуменные лица, добавляет ""Сам в шоке!""";493
Цитата #17526; 1 декабря 2010 ;"ххх: сломалась машинка стиральнаяххх: пошёл к сыну стиратьсяххх: сын, когда всё постирал изрёк: ""электричество тоже денег стоит"" и забрал пару носков (";492
Цитата #22759; 30 июня 2011 ;xxx: Знакомый рассказал историю про своего хомяка. Потерялся этот маленький пушистый комок, 3 дня найти не могут по квартире. Ну, забили на поиски, сам появится.На 4й день с утра заходят на кухню, а на двери холодильника внизу висит их хомяк в раскорячку, лапками по двери скребется. Оказывается это маленькое чучело полные щеки магнитиков набрало и прилипло :);492
Цитата #28300; 6 марта 2012 ;"xxx:Продавщица в нашей ""Пятёрочке"" такая продавщица )) Очень энергичная и ловкая. Сразу видно - профессионал! Подавала мне сдачу и чек. Очень быстрым, отточенным движением рвет деньги. Всю сдачу. Все 450 рэ. Я смотрю на нее, она на меня. Как две рыбки в аквариуме...";492
Цитата #29197; 11 апреля 2012 ;cherry_street25: Я как-то видела на территории психиатрической больницы дятла, который долбил бетонный столб. Смотрелся органично.;492
Цитата #31268; 21 июня 2012 ;xxx: Ну чё, как думаешь, Анжела Жеку из армии дождется?yyy: Это вряд ли, она его с работы не всегда дожидалась;492
Цитата #32091; 23 июля 2012 ;друг работает на гос.предприятииxxx: завтра едем на колхозное поле, на работыyyy: а что за работы?xxx: ты не поверишь, да и не угадаешьxxx: по сахарным буракам пошла ромашка, просто ходить и рвать ромашку. Толпа здоровых мужиков будет ходить и рвать ромашку.;492
Цитата #32358; 2 августа 2012 ;Den Stranger: Мля... Читаю про монарха королевства Тонго...Den Stranger: Имя: Ахоэиту Унуакиотонга ТукуахоDen Stranger: Отец: Тауфа’ахау Тупоу IVDen Stranger: Мать: Халаэвалу Матаахо АхомеэDen Stranger: Супруга: Нанасипауу ТукуахоDen Stranger: Дети: сыновья: Сиаоси и УнуакиDen Stranger: дочь: АнгеликаDen Stranger: Тебе не кажется, что Ангелику будут чморить?;491
Цитата #12272; 26 марта 2010 ;Захожу утром к главбуху:Я: Здрасте, Инна Павловна! У меня тут счета на оплату, подпишите?Главбух: Да, конечно, Сереж. А от ка....И тут со стороны компа голос: ДА РАЗЬЕБИСЬ ТЫ СТОЕБУЧИМ ПРОЕБОМ!!! ТРИПИЗДОБЛЯДСКОЕ МУДОПРОЕБИЩЕ!!! и удар по столу.Главбух: Что, Лешенька, новая программа так и не хочет работать?;490
Цитата #12310; 29 марта 2010 ;"Shine: гы, НасьShine: сегодня мама рассказывает про радиоShine: звонит тетка и говорит, довольная: ""Доброе утро! Моего сына отчислили из ВУЗ-а, я хочу пожелать ему всего доброго и заказать песню про грузчиков!""";490
Цитата #32039; 20 июля 2012 ;Xxx: Привет, уже месяца 2 не виделись) как дела?)Ууу: привет, пипец просто. Неделю назад ушла с работы, бесит прям, не могу!! Потом устроилась на другую и уже ушла и с нее. Меня бесит все!!! Машина ломается постоянно, не могу даже выбраться на дачу, дача в 200 км!! Как же все бесит. Позавчера с парнем рассталась вдобавок, он тупо был со мной потому что ему скучно!!! Почему все так??? Что делать?? Как Бесит все!!Поехали в сша? А? Вдвоем? Прошу!!! Просто бросим все и поедем, там нарожаем детей, устроимся работать? Ну, что скажешь?Ххх: я просто спросил как дела!;490
Цитата #342; 4 декабря 2007 ;Ларчик (09:44:37 3/12/2007)А ты что при коммунистах лучше жил?Sapphire (09:45:55 3/12/2007)даааа.... я бы так всю жизнь жил, как я при комунистах жил..... накормять оденут, в садик отведут... там целый день балду гоняешь, играешь спишь, ешь...  я отлично при комунистах жил;489
Цитата #15461; 1 сентября 2010 ;"Он: Просыпайся, соня.Она: Ммм, я пытаюсь. А глазки закрываются.Он: Ага, ""Осторожно, глазки закрываются. Следующая остановка пол-второго.""";489
Цитата #17452; 27 ноября 2010 ;5 курс. Первая пара семестра. На паре всего человек 5.Препод: Это все, кто обычно ходит?Студент: Нет, я обычно не хожу);489
Цитата #17730; 10 декабря 2010 ;Ксеника: load> Идите в жопу, Александер!load: Ксеника> а вот персы за такие слова нехило огребли в 4 веке до н.э.;489
Цитата #18211; 30 декабря 2010 ;"Олег: поссорился с девушкой, решил поставить статус в контакте ""я козел"", мол она увидит, все поймет, помиримся, но все как-то не так пошло. ВСЕ бывшие, кто был в сети, подтвердили, пометив ""нравится"", и устроили обсуждения на кого еще из парнокопытных я похож. нужно ли говорить, что мы не помирились?";489
Цитата #30422; 25 мая 2012 ;"X> Привет, ты Николаичу сегодня звонил?Y> Ага, я сегодня ""хуерлыга пучеглазая"", а ты как?X> Я нормально, я - ""мой дорогой пузатый друг""";488
Цитата #1285; 11 сентября 2008 ;Лучше бы с девченками встречались,лучше бы делом занялись,лучше бы учились!!! У меня любовница и жена залетели! Лучше бы я блять в ВоВ и линейку гамал!;487
Цитата #19458; 1 марта 2011 ;xxx: Вчера друг заказал шкаф-купе, когда привезли, то оказалось, что дверей не хватает (yyy: Значит ему привезли шкаф-плацкарт.;487
Цитата #23018; 13 июля 2011 ;ххх: привет ! Как выходные ?ууу: удались!ххх: сама удались, овца бля !;487
Цитата #30334; 22 мая 2012 ;"xxx: Мне кажется, размещать рекламный баннер ортопедических матрасов с текстом ""Мы выспались!А вы?"" напротив университета по меньшей мере свинство.";487
Цитата #1171; 8 сентября 2008 ;Ахуенный день.Настраивая конфигурацию системы защиты на контроллере домена, я умудрился запретить всем администраторам домена (включая себя) настраивать конфигурацию системы защиты...Отключил телефон. Завтра казнь.;486
